centro_hospitalario,area,categoria,ult_grado,esc_med_gral,esc_esp,anios_prac,casos,hall_disc,hall_arb,hall_dem,mcc_aut,mcc_no_aut,rechazo_fam,no_hosp,per_sol_aut,med_aut,fmr_sol_aut,com_sug_op
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19b,20e,21h,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20a,21a,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20a,21b,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20a,21c,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20a,21f,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20a,21g,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20a,21h,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20b,21a,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20b,21b,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20b,21c,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20b,21f,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20b,21g,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20b,21h,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20d,21a,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20d,21b,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20d,21c,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20d,21f,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20d,21g,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20d,21h,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20e,21a,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20e,21b,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20e,21c,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20e,21f,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20e,21g,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19c,20e,21h,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20a,21a,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20a,21b,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20a,21c,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20a,21f,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20a,21g,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20a,21h,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20b,21a,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20b,21b,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20b,21c,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20b,21f,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20b,21g,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20b,21h,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20d,21a,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20d,21b,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20d,21c,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20d,21f,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20d,21g,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20d,21h,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20e,21a,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20e,21b,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20e,21c,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20e,21f,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20e,21g,22p
H11,a3,c1,g2,c104,c39,3d,4c,7a,8a,11a,14a,16c,17e,18f,19d,20e,21h,22p
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19a,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19b,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18a,19d,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19a,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19b,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18b,19d,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19a,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19b,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18c,19d,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19a,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19b,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20a,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20a,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20a,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20c,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20c,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20c,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20c,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20d,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20d,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20d,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20d,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20e,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20e,21d,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20e,21f,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17b,18f,19d,20e,21h,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17e,18a,19a,20a,21a,22i
H11,a3,c1,g2,c79,c39,3d,4d,7a,8a,11a,14a,16f,17e,18a,19a,20a,21d,22i
